timestamp,timestamp,open,high,low,close,volume,turnover
2020-03-25 10:00:00,1585130400000,6500.0,6591.5,6500.0,6591.5,0.004,26.366
2020-03-25 11:00:00,1585134000000,6591.5,6628.5,6457.5,6511.5,438.873,2857721.5395
2020-03-25 12:00:00,1585137600000,6511.5,6588.5,6502.0,6583.5,529.318,3484765.053
2020-03-25 13:00:00,1585141200000,6583.5,6745.5,6562.0,6585.0,449.162,2957731.77
2020-03-25 14:00:00,1585144800000,6585.0,6640.0,6516.0,6590.0,258.831,1705696.29
2020-03-25 15:00:00,1585148400000,6590.0,6662.0,6590.0,6615.0,20.693,136884.195
2020-03-25 16:00:00,1585152000000,6615.0,6695.5,6601.5,6664.5,23.185,154516.4325
2020-03-25 17:00:00,1585155600000,6664.5,6677.5,6635.5,6650.0,16.523,109877.95
2020-03-25 18:00:00,1585159200000,6650.0,6652.5,6592.5,6652.5,17.288,115008.42
2020-03-25 19:00:00,1585162800000,6652.5,6671.5,6597.5,6622.0,10.834,71742.748
2020-03-25 20:00:00,1585166400000,6622.0,6638.0,6573.0,6590.0,20.314,133869.26
2020-03-25 21:00:00,1585170000000,6590.0,6602.0,6556.0,6588.0,9.025,59456.7
2020-03-25 22:00:00,1585173600000,6588.0,6692.5,6588.0,6681.0,12.434,83071.554
2020-03-25 23:00:00,1585177200000,6681.0,6698.5,6650.0,6698.5,3.036,20336.646
2020-03-26 00:00:00,1585180800000,6698.5,6767.0,6698.5,6738.5,27.19,183219.815
2020-03-26 01:00:00,1585184400000,6738.5,6738.5,6675.0,6688.0,80.82,540524.16
2020-03-26 02:00:00,1585188000000,6688.0,6698.0,6655.0,6694.0,3.376,22598.944
2020-03-26 03:00:00,1585191600000,6694.0,6742.0,6667.5,6726.5,258.723,1740300.2595
2020-03-26 04:00:00,1585195200000,6726.5,6751.0,6678.5,6692.0,191.123,1278995.116
2020-03-26 05:00:00,1585198800000,6692.0,6708.5,6613.5,6625.0,185.905,1231620.625
2020-03-26 06:00:00,1585202400000,6625.0,6666.0,6585.0,6636.0,160.821,1067208.156
2020-03-26 07:00:00,1585206000000,6636.0,6636.0,6555.0,6582.0,206.572,1359656.904
